cash_assistance_id,beneficiary_id,project_id,country,amount,currency,payment_method,payment_date
1969,1267,8,South Sudan,295.48,USD,Voucher,2025-05-09
1970,1479,4,South Sudan,236.42,USD,Bank Transfer,2024-11-26
1971,4406,6,South Sudan,209.98,USD,Bank Transfer,2024-09-25
1972,1098,27,Ethiopia,254.73,USD,Voucher,2025-03-04
1973,3675,24,Somalia,376.64,USD,Bank Transfer,2024-10-28
1974,4773,3,Somalia,138.67,USD,Cash,2026-06-04
1975,3162,13,Somalia,478.36,USD,Voucher,2026-06-03
1976,3341,2,Somalia,364.14,USD,Mobile Money,2025-08-14
1977,1719,2,Ethiopia,381.87,USD,Cash,2026-06-17
1978,2119,22,Kenya,440.29,USD,Cash,2025-05-21
1979,887,11,Uganda,458.77,USD,Voucher,2026-06-26
1980,3129,9,South Sudan,475.56,USD,Cash,2026-03-06
1981,2337,10,Uganda,413.61,USD,Voucher,2025-03-19
1982,1520,27,Kenya,190.39,USD,Mobile Money,2025-06-18
1983,4356,3,Kenya,87.38,USD,Bank Transfer,2026-04-01
1984,66,22,Kenya,96.27,USD,Voucher,2024-08-15
1985,2445,24,South Sudan,146.25,USD,Bank Transfer,2025-07-05
1986,3529,3,Ethiopia,258.35,USD,Mobile Money,2025-01-05
1987,3181,23,Somalia,440.03,USD,Mobile Money,2025-04-03
1988,2182,7,Kenya,117.82,USD,Cash,2025-02-07
1989,4291,19,Uganda,165.16,USD,Mobile Money,2024-08-09
1990,4648,18,Kenya,205.63,USD,Cash,2025-08-13
1991,72,14,Ethiopia,156.11,USD,Cash,2025-05-13
1992,2766,17,Ethiopia,40.65,USD,Voucher,2024-08-06
1993,225,11,Uganda,197.44,USD,Bank Transfer,2026-01-30
1994,3886,27,Ethiopia,26.94,USD,Voucher,2025-07-29
1995,657,19,Somalia,444.1,USD,Voucher,2025-07-01
1996,63,6,South Sudan,216.43,USD,Voucher,2026-04-01
1997,1943,26,South Sudan,420.88,USD,Cash,2024-08-19
1998,4398,19,Kenya,314.82,USD,Mobile Money,2024-09-14
1999,2541,19,Uganda,126.63,USD,Cash,2025-12-29
2000,4276,30,Ethiopia,415.82,USD,Bank Transfer,2025-06-12
2001,2828,27,Somalia,22.67,USD,Cash,2025-07-25
2002,4205,25,Uganda,433.18,USD,Bank Transfer,2024-10-24
2003,685,27,Somalia,44.09,USD,Cash,2026-07-19
2004,411,13,Ethiopia,27.98,USD,Mobile Money,2025-05-14
2005,2498,19,Uganda,444.82,USD,Mobile Money,2024-08-26
2006,2963,9,Uganda,437.96,USD,Cash,2025-04-16
2007,3301,6,Kenya,270.56,USD,Mobile Money,2026-04-25
2008,2539,6,Somalia,423.18,USD,Bank Transfer,2026-02-10
2009,19,24,South Sudan,193.18,USD,Cash,2025-04-14
2010,1733,15,Kenya,125.11,USD,Bank Transfer,2025-09-01
2011,2508,5,Ethiopia,156.81,USD,Mobile Money,2025-08-19
2012,4501,13,Uganda,240.02,USD,Bank Transfer,2026-04-11
2013,1407,22,South Sudan,405.02,USD,Bank Transfer,2025-05-07
2014,1118,20,Somalia,399.24,USD,Voucher,2026-06-06
2015,3953,28,Somalia,411.5,USD,Bank Transfer,2024-08-29
2016,2867,25,Kenya,66.1,USD,Bank Transfer,2024-09-15
2017,590,23,Somalia,331.46,USD,Voucher,2025-07-09
2018,267,28,Kenya,193.76,USD,Bank Transfer,2026-03-02
2019,4458,16,Somalia,182.22,USD,Bank Transfer,2025-06-25
2020,2181,14,Kenya,56.89,USD,Cash,2025-01-10
2021,2,2,Ethiopia,442.62,USD,Bank Transfer,2025-09-13
2022,1652,17,Ethiopia,413.39,USD,Bank Transfer,2024-07-20
2023,2056,13,South Sudan,163.81,USD,Mobile Money,2026-07-07
2024,2595,12,South Sudan,450.1,USD,Bank Transfer,2025-02-25
2025,2678,25,South Sudan,91.71,USD,Mobile Money,2026-06-11
2026,1477,4,Ethiopia,451.32,USD,Voucher,2024-10-15
2027,3296,23,South Sudan,31.17,USD,Bank Transfer,2025-04-23
2028,2633,17,Ethiopia,94.88,USD,Voucher,2024-10-21
2029,966,3,Ethiopia,159.71,USD,Voucher,2026-06-24
2030,1897,7,Kenya,310.33,USD,Voucher,2026-06-08
2031,2776,19,Somalia,487.3,USD,Bank Transfer,2024-11-02
2032,2679,25,Somalia,459.87,USD,Mobile Money,2025-04-18
2033,3524,28,Kenya,251.21,USD,Cash,2024-08-01
2034,2782,28,Uganda,320.34,USD,Cash,2026-06-25
2035,3215,21,Kenya,302.85,USD,Bank Transfer,2025-08-06
2036,2544,20,Ethiopia,301.73,USD,Voucher,2026-03-03
2037,1329,12,Uganda,430.92,USD,Mobile Money,2024-08-21
2038,458,2,Somalia,321.86,USD,Mobile Money,2024-10-21
2039,3262,1,Kenya,398.04,USD,Cash,2025-03-05
2040,2277,13,Somalia,229.26,USD,Cash,2025-10-15
2041,4752,3,Somalia,405.9,USD,Mobile Money,2025-01-06
2042,941,3,Somalia,297.67,USD,Bank Transfer,2025-09-27
2043,2837,5,South Sudan,270.34,USD,Bank Transfer,2025-11-18
2044,1613,16,South Sudan,114.05,USD,Bank Transfer,2024-10-28
2045,4428,14,Kenya,118.59,USD,Voucher,2025-01-30
2046,4192,27,Kenya,436.38,USD,Voucher,2024-11-15
2047,2825,28,Somalia,117.37,USD,Bank Transfer,2026-04-16
2048,3064,24,South Sudan,393.41,USD,Mobile Money,2025-08-09
2049,2553,4,Kenya,250.77,USD,Bank Transfer,2024-09-23
2050,3188,8,Somalia,352.96,USD,Voucher,2026-02-21
2051,2117,13,Ethiopia,76.11,USD,Voucher,2026-02-17
2052,125,16,Kenya,291.46,USD,Mobile Money,2025-07-23
2053,548,8,Uganda,93.06,USD,Cash,2025-12-31
2054,4633,7,Uganda,162.34,USD,Voucher,2024-07-19
2055,211,8,Ethiopia,388.07,USD,Bank Transfer,2025-05-24
2056,2987,20,South Sudan,291.11,USD,Voucher,2025-12-08
2057,3028,20,South Sudan,177.86,USD,Mobile Money,2026-06-03
2058,3933,23,Uganda,322.8,USD,Cash,2025-09-03
2059,1866,4,Ethiopia,442.05,USD,Voucher,2026-03-04
2060,4330,15,Ethiopia,487.57,USD,Mobile Money,2026-05-24
2061,2033,30,Uganda,73.06,USD,Bank Transfer,2025-04-17
2062,3782,19,Ethiopia,471.74,USD,Bank Transfer,2025-05-21
2063,324,27,Somalia,372.67,USD,Cash,2025-05-30
2064,1945,19,Ethiopia,411.38,USD,Mobile Money,2025-05-29
2065,1391,26,Kenya,282.99,USD,Bank Transfer,2026-01-06
2066,1710,24,Kenya,282.28,USD,Bank Transfer,2026-06-27
2067,4345,12,South Sudan,327.19,USD,Voucher,2025-05-25
2068,3613,6,Uganda,240.39,USD,Voucher,2025-01-14
2069,5000,11,South Sudan,247.94,USD,Bank Transfer,2024-12-29
2070,3925,28,South Sudan,405.49,USD,Bank Transfer,2025-10-15
2071,1428,20,Ethiopia,121.36,USD,Cash,2026-05-12
2072,1977,13,Ethiopia,438.8,USD,Mobile Money,2025-01-08
2073,3648,27,Kenya,129.58,USD,Voucher,2025-08-19
2074,4400,11,Somalia,206.59,USD,Voucher,2025-11-30
2075,4444,5,Somalia,33.59,USD,Cash,2025-10-25
2076,4132,12,South Sudan,323.85,USD,Voucher,2025-03-11
2077,3161,2,Uganda,157.33,USD,Voucher,2026-01-18
2078,2239,23,Somalia,264.59,USD,Voucher,2025-07-15
2079,1765,16,Kenya,61.9,USD,Voucher,2025-07-08
2080,4067,2,Somalia,393.48,USD,Bank Transfer,2024-12-19
2081,2597,22,South Sudan,176.38,USD,Bank Transfer,2024-11-13
2082,2949,23,Somalia,328.3,USD,Cash,2026-06-24
2083,2549,22,Uganda,351.55,USD,Cash,2025-05-21
2084,3022,26,South Sudan,483.76,USD,Voucher,2025-01-20
2085,4629,19,Uganda,158.32,USD,Bank Transfer,2024-07-26
2086,304,24,Uganda,322.77,USD,Bank Transfer,2024-09-25
2087,4248,2,South Sudan,31.11,USD,Cash,2025-02-13
2088,393,9,Somalia,27.84,USD,Mobile Money,2025-01-31
2089,3416,2,South Sudan,139.13,USD,Bank Transfer,2025-05-01
2090,3079,8,Somalia,186.4,USD,Cash,2024-09-13
2091,2746,4,Kenya,231.52,USD,Bank Transfer,2025-11-09
2092,1542,19,Somalia,99.75,USD,Cash,2025-09-24
2093,4824,15,Uganda,398.98,USD,Bank Transfer,2024-10-19
2094,2288,10,South Sudan,462.21,USD,Voucher,2024-11-09
2095,2214,19,Somalia,319.17,USD,Bank Transfer,2026-06-18
2096,899,14,Ethiopia,141.07,USD,Bank Transfer,2024-09-07
2097,1472,25,Kenya,324.88,USD,Bank Transfer,2025-07-02
2098,1403,6,Kenya,458.26,USD,Cash,2026-03-29
2099,4651,20,Kenya,456.8,USD,Bank Transfer,2026-03-14
2100,1034,22,Uganda,419.05,USD,Bank Transfer,2025-06-01
2101,3945,5,South Sudan,155.34,USD,Mobile Money,2026-04-25
2102,3793,15,Ethiopia,452.33,USD,Voucher,2026-03-20
2103,4007,30,Uganda,271.43,USD,Voucher,2025-04-10
2104,932,21,Uganda,371.56,USD,Mobile Money,2026-02-11
2105,551,28,Uganda,282.64,USD,Bank Transfer,2026-07-09
2106,1395,3,Uganda,244.15,USD,Mobile Money,2025-01-21
2107,679,21,Somalia,56.29,USD,Mobile Money,2024-11-13
2108,1920,28,Kenya,252.37,USD,Bank Transfer,2025-01-16
2109,1770,20,Kenya,50.17,USD,Cash,2025-12-08
2110,4452,4,Ethiopia,226.94,USD,Bank Transfer,2025-12-23
2111,706,30,Uganda,406.24,USD,Mobile Money,2025-02-23
2112,3685,17,Uganda,192.22,USD,Mobile Money,2025-07-23
2113,2821,27,Kenya,345.02,USD,Bank Transfer,2024-11-27
2114,2398,13,Kenya,435.47,USD,Bank Transfer,2025-08-13
2115,4073,5,Ethiopia,348.56,USD,Voucher,2025-04-18
2116,4305,7,Kenya,73.45,USD,Cash,2025-12-23
2117,2217,19,Somalia,246.54,USD,Mobile Money,2025-05-03
2118,4262,4,South Sudan,67.77,USD,Cash,2025-01-12
2119,234,9,South Sudan,374.71,USD,Voucher,2024-10-03
2120,2373,19,Ethiopia,157.04,USD,Mobile Money,2025-12-03
2121,1121,23,Kenya,35.37,USD,Mobile Money,2025-08-23
2122,3499,19,Somalia,241.67,USD,Cash,2025-04-01
2123,4316,3,Somalia,467.94,USD,Cash,2024-09-08
2124,1403,17,Somalia,57.27,USD,Cash,2025-07-22
2125,3844,15,Ethiopia,267.08,USD,Cash,2026-03-05
2126,4888,12,South Sudan,34.23,USD,Voucher,2025-05-27
2127,4293,15,Uganda,345.22,USD,Voucher,2026-02-04
2128,1961,17,Uganda,440.68,USD,Mobile Money,2026-03-13
2129,1786,1,Kenya,214.68,USD,Mobile Money,2025-04-23
2130,3183,5,Uganda,67.11,USD,Mobile Money,2025-01-31
2131,176,7,Somalia,492.01,USD,Bank Transfer,2024-12-13
2132,3370,30,Somalia,302.25,USD,Cash,2025-09-24
2133,319,5,South Sudan,456.82,USD,Bank Transfer,2026-03-08
2134,1337,5,Ethiopia,154.52,USD,Voucher,2024-07-27
2135,3592,28,Ethiopia,149.1,USD,Cash,2025-10-21
2136,1791,6,Ethiopia,168.27,USD,Voucher,2025-12-14
2137,3108,29,Ethiopia,352.03,USD,Mobile Money,2024-12-11
2138,4694,21,South Sudan,172.48,USD,Mobile Money,2026-01-19
2139,4197,5,Ethiopia,382.29,USD,Bank Transfer,2025-05-11
2140,4049,30,South Sudan,67.14,USD,Bank Transfer,2025-01-27
2141,3023,3,Ethiopia,353.94,USD,Bank Transfer,2024-09-22
2142,528,8,Ethiopia,36.39,USD,Mobile Money,2025-08-01
2143,134,23,Uganda,139.95,USD,Mobile Money,2025-05-13
2144,712,17,Kenya,244.0,USD,Cash,2024-09-13
2145,3729,26,South Sudan,133.81,USD,Voucher,2025-11-30
2146,4850,21,South Sudan,284.9,USD,Bank Transfer,2024-10-26
2147,1329,9,Somalia,485.76,USD,Bank Transfer,2024-10-03
2148,4536,9,Kenya,139.48,USD,Voucher,2026-03-12
2149,723,21,Kenya,427.87,USD,Bank Transfer,2026-06-22
2150,4839,20,Kenya,22.95,USD,Mobile Money,2026-03-01
2151,2327,27,Uganda,84.4,USD,Voucher,2025-04-19
2152,507,11,Kenya,267.05,USD,Voucher,2025-06-18
2153,3857,23,Somalia,115.53,USD,Mobile Money,2025-07-18
2154,4996,22,Somalia,297.08,USD,Cash,2024-10-14
2155,710,18,South Sudan,395.86,USD,Mobile Money,2025-03-17
2156,3350,18,Ethiopia,464.9,USD,Mobile Money,2026-06-15
2157,3460,24,Uganda,398.69,USD,Bank Transfer,2024-11-01
2158,1697,30,Somalia,58.43,USD,Bank Transfer,2024-08-06
2159,4769,29,Kenya,488.52,USD,Cash,2025-02-05
2160,3336,20,South Sudan,243.87,USD,Bank Transfer,2026-04-06
2161,3414,7,South Sudan,100.52,USD,Cash,2025-03-21
2162,918,17,South Sudan,20.63,USD,Mobile Money,2026-06-07
2163,1453,19,Ethiopia,119.53,USD,Bank Transfer,2025-10-17
2164,2940,25,Kenya,422.64,USD,Cash,2025-04-05
2165,2097,16,Ethiopia,128.92,USD,Mobile Money,2024-10-31
2166,1971,8,Ethiopia,457.58,USD,Mobile Money,2025-11-03
2167,4615,14,Ethiopia,196.89,USD,Bank Transfer,2025-07-29
2168,952,19,South Sudan,243.88,USD,Cash,2025-09-05
2169,3342,1,Ethiopia,175.37,USD,Voucher,2025-05-22
2170,4093,29,Somalia,102.49,USD,Cash,2024-11-03
2171,4820,18,Kenya,393.09,USD,Cash,2026-02-23
2172,3631,22,Uganda,446.72,USD,Mobile Money,2026-07-19
2173,1895,1,South Sudan,47.99,USD,Cash,2025-09-19
2174,2113,14,Kenya,419.53,USD,Mobile Money,2025-02-22
2175,2869,2,Somalia,119.23,USD,Voucher,2024-10-05
2176,1867,25,Uganda,212.41,USD,Mobile Money,2025-07-03
2177,2414,10,Uganda,227.4,USD,Cash,2024-08-03
2178,4017,9,Ethiopia,211.48,USD,Voucher,2024-07-26
2179,3851,30,Kenya,466.91,USD,Bank Transfer,2024-10-06
2180,486,22,Somalia,66.46,USD,Bank Transfer,2025-03-17
2181,3407,3,Ethiopia,478.68,USD,Cash,2026-06-15
2182,2379,14,Somalia,36.16,USD,Mobile Money,2026-06-03
2183,572,5,Somalia,258.25,USD,Cash,2025-08-07
2184,2444,6,Kenya,231.91,USD,Cash,2024-07-30
2185,3622,24,Ethiopia,146.25,USD,Voucher,2025-02-17
2186,4218,11,Uganda,302.12,USD,Voucher,2024-12-16
2187,2792,19,Uganda,152.31,USD,Cash,2025-12-02
2188,3238,6,South Sudan,379.6,USD,Cash,2024-09-27
2189,2652,23,Kenya,237.4,USD,Voucher,2025-06-19
2190,1384,7,Uganda,168.85,USD,Cash,2025-12-29
2191,3939,5,Uganda,408.34,USD,Voucher,2025-08-30
2192,1501,8,Kenya,34.16,USD,Cash,2025-08-28
2193,4884,20,South Sudan,366.99,USD,Bank Transfer,2025-08-14
2194,1579,9,Uganda,36.36,USD,Voucher,2025-06-29
2195,4689,16,Uganda,29.45,USD,Voucher,2026-05-09
2196,1609,6,Kenya,436.13,USD,Cash,2025-07-31
2197,4526,5,South Sudan,304.8,USD,Mobile Money,2025-05-14
2198,518,19,Ethiopia,143.13,USD,Voucher,2024-12-11
2199,274,4,Kenya,194.3,USD,Voucher,2024-07-26
2200,375,2,Ethiopia,140.13,USD,Cash,2025-04-26
2201,3919,20,South Sudan,377.38,USD,Cash,2025-06-05
2202,2863,29,Somalia,382.32,USD,Mobile Money,2026-01-20
2203,2992,27,Kenya,336.23,USD,Cash,2025-09-13
2204,3086,21,South Sudan,344.08,USD,Cash,2024-09-11
2205,3945,2,Kenya,494.22,USD,Voucher,2026-06-25
2206,1020,2,Kenya,383.77,USD,Voucher,2026-05-09
2207,1677,21,South Sudan,362.36,USD,Cash,2025-04-19
2208,1262,2,Kenya,56.13,USD,Voucher,2025-04-11
2209,2028,9,Ethiopia,183.27,USD,Mobile Money,2026-03-29
2210,1542,28,Somalia,287.26,USD,Mobile Money,2026-06-08
2211,3612,30,Uganda,428.58,USD,Bank Transfer,2026-07-17
2212,2293,13,Kenya,104.92,USD,Cash,2025-09-25
2213,4973,22,Somalia,54.98,USD,Mobile Money,2025-02-07
2214,2540,3,South Sudan,67.65,USD,Mobile Money,2026-02-07
2215,2853,17,South Sudan,396.32,USD,Voucher,2026-07-18
2216,776,1,Uganda,198.06,USD,Mobile Money,2025-06-17
2217,3028,21,South Sudan,172.39,USD,Cash,2025-09-21
2218,2652,7,South Sudan,419.91,USD,Cash,2024-11-10
2219,3757,10,Uganda,292.55,USD,Bank Transfer,2024-10-27
2220,4401,2,South Sudan,465.9,USD,Voucher,2024-10-11
2221,1339,6,Kenya,87.97,USD,Cash,2024-08-06
2222,123,19,Ethiopia,230.63,USD,Voucher,2026-01-22
2223,4557,16,Kenya,45.24,USD,Voucher,2025-02-07
2224,2002,18,Kenya,34.98,USD,Cash,2025-02-03
2225,434,8,Somalia,294.71,USD,Mobile Money,2026-06-25
2226,1975,30,Uganda,145.12,USD,Voucher,2025-12-09
2227,4124,19,Uganda,406.32,USD,Voucher,2024-07-20
2228,2959,10,Ethiopia,294.92,USD,Voucher,2025-07-19
2229,1651,11,Somalia,450.48,USD,Mobile Money,2025-03-25
2230,484,11,Uganda,296.36,USD,Bank Transfer,2025-09-24
2231,4978,26,Uganda,92.59,USD,Voucher,2026-01-05
2232,155,12,Uganda,371.57,USD,Voucher,2025-09-25
2233,4752,15,Kenya,372.84,USD,Voucher,2025-05-13
2234,3836,23,Kenya,457.57,USD,Voucher,2024-09-05
2235,896,26,Uganda,138.66,USD,Voucher,2026-01-21
2236,1620,2,Kenya,67.32,USD,Mobile Money,2025-12-31
2237,1845,20,Uganda,88.72,USD,Mobile Money,2025-12-09
2238,579,4,Somalia,479.8,USD,Mobile Money,2026-03-10
2239,2431,23,Uganda,167.64,USD,Mobile Money,2025-09-24
2240,3767,27,South Sudan,30.88,USD,Bank Transfer,2025-08-08
2241,1864,3,Ethiopia,303.77,USD,Voucher,2025-04-13
2242,4972,7,South Sudan,386.35,USD,Bank Transfer,2025-04-09
2243,3572,29,Ethiopia,179.5,USD,Voucher,2026-01-30
2244,2273,22,Uganda,183.51,USD,Bank Transfer,2025-11-20
2245,3440,12,South Sudan,355.09,USD,Mobile Money,2025-07-07
2246,4125,7,Somalia,73.16,USD,Mobile Money,2025-09-16
2247,260,13,South Sudan,356.25,USD,Mobile Money,2025-05-30
2248,2041,7,Ethiopia,496.01,USD,Voucher,2025-06-16
2249,87,10,Uganda,64.18,USD,Voucher,2025-01-08
2250,1489,6,South Sudan,214.24,USD,Voucher,2024-07-28
2251,3299,25,Ethiopia,267.52,USD,Cash,2026-06-13
2252,4555,1,Somalia,342.24,USD,Bank Transfer,2025-10-29
2253,3222,29,South Sudan,429.4,USD,Cash,2025-11-04
2254,1909,12,Kenya,246.35,USD,Voucher,2026-03-03
2255,1697,27,Uganda,293.88,USD,Mobile Money,2024-11-08
2256,3940,15,Somalia,479.63,USD,Bank Transfer,2026-05-28
2257,1621,26,Somalia,239.77,USD,Voucher,2025-08-06
2258,804,10,Ethiopia,296.02,USD,Cash,2025-12-18
2259,229,12,Somalia,163.83,USD,Voucher,2025-09-14
2260,2717,17,Uganda,303.57,USD,Bank Transfer,2024-12-08
2261,4448,18,Somalia,336.71,USD,Bank Transfer,2026-07-17
2262,1120,6,Uganda,400.94,USD,Cash,2025-10-22
2263,4755,26,Somalia,201.77,USD,Mobile Money,2025-04-26
2264,299,10,Uganda,220.54,USD,Voucher,2025-01-25
2265,4494,8,South Sudan,353.91,USD,Voucher,2026-03-18
2266,1548,21,South Sudan,179.71,USD,Cash,2025-04-19
2267,1056,16,Somalia,214.19,USD,Voucher,2025-09-22
2268,3453,7,Kenya,102.16,USD,Cash,2025-12-20
2269,2191,15,South Sudan,349.16,USD,Bank Transfer,2026-07-01
2270,1786,16,Somalia,60.26,USD,Cash,2025-03-31
2271,1971,21,Ethiopia,461.18,USD,Voucher,2025-03-21
2272,3045,24,Somalia,322.3,USD,Bank Transfer,2025-10-08
2273,3147,30,Uganda,191.81,USD,Bank Transfer,2026-06-06
2274,3178,3,Uganda,342.68,USD,Voucher,2025-10-29
2275,1235,23,Kenya,48.07,USD,Voucher,2025-05-31
2276,9,18,Kenya,232.3,USD,Bank Transfer,2025-05-24
2277,4311,28,Kenya,210.22,USD,Voucher,2025-07-02
2278,1290,27,Ethiopia,128.61,USD,Voucher,2024-10-03
2279,2926,20,Kenya,461.89,USD,Voucher,2025-08-19
2280,4930,26,South Sudan,190.81,USD,Bank Transfer,2025-03-27
2281,5,4,Somalia,287.44,USD,Cash,2026-06-24
2282,4973,2,Ethiopia,211.32,USD,Bank Transfer,2026-04-05
2283,2151,7,Ethiopia,158.52,USD,Bank Transfer,2025-09-28
2284,687,8,Ethiopia,277.4,USD,Cash,2026-07-04
2285,1224,14,Uganda,393.33,USD,Voucher,2026-05-22
2286,1887,21,Ethiopia,409.14,USD,Mobile Money,2024-08-28
2287,1051,10,Somalia,374.59,USD,Mobile Money,2024-09-24
2288,2932,14,South Sudan,250.35,USD,Bank Transfer,2025-02-15
2289,1013,2,Kenya,463.05,USD,Mobile Money,2025-01-25
2290,1408,4,Uganda,451.19,USD,Mobile Money,2024-12-20
2291,3331,26,Somalia,368.09,USD,Cash,2026-04-05
2292,2831,10,Uganda,173.19,USD,Mobile Money,2026-02-03
2293,1339,26,Ethiopia,99.28,USD,Mobile Money,2025-11-05
2294,915,6,Somalia,368.72,USD,Voucher,2025-06-09
2295,2121,16,Ethiopia,370.36,USD,Voucher,2024-09-21
2296,368,28,Kenya,445.39,USD,Bank Transfer,2025-10-01
2297,3899,5,Ethiopia,228.96,USD,Bank Transfer,2024-09-19
2298,1851,21,Somalia,452.46,USD,Bank Transfer,2025-01-10
2299,2975,17,Somalia,212.61,USD,Mobile Money,2026-03-20
2300,4892,9,Somalia,281.12,USD,Bank Transfer,2024-10-09
2301,1095,24,Ethiopia,297.5,USD,Cash,2026-07-17
2302,127,4,Ethiopia,49.93,USD,Bank Transfer,2025-02-12
2303,4222,9,Somalia,236.86,USD,Bank Transfer,2026-04-23
2304,2466,28,Ethiopia,196.96,USD,Bank Transfer,2025-05-14
2305,3584,6,Uganda,278.22,USD,Bank Transfer,2025-12-21
2306,1014,8,Somalia,423.51,USD,Mobile Money,2025-03-31
2307,3884,6,South Sudan,496.35,USD,Bank Transfer,2024-12-11
2308,385,20,South Sudan,304.53,USD,Cash,2025-09-01
2309,2481,25,South Sudan,125.65,USD,Cash,2026-04-04
2310,3235,17,Kenya,375.32,USD,Mobile Money,2024-10-04
2311,2445,27,Ethiopia,115.97,USD,Bank Transfer,2026-05-31
2312,3261,24,Kenya,487.53,USD,Bank Transfer,2024-10-22
2313,4074,22,Ethiopia,92.91,USD,Mobile Money,2025-06-15
2314,1938,4,Somalia,456.78,USD,Cash,2026-07-08
2315,2455,13,Uganda,377.08,USD,Cash,2026-01-12
2316,1567,18,Kenya,278.77,USD,Voucher,2025-10-10
2317,4056,20,South Sudan,36.38,USD,Cash,2026-06-10
2318,3175,1,Somalia,104.89,USD,Bank Transfer,2025-03-05
2319,1889,7,Uganda,160.82,USD,Mobile Money,2026-05-30
2320,2455,22,South Sudan,289.78,USD,Bank Transfer,2025-10-10
2321,1445,26,Kenya,313.67,USD,Bank Transfer,2026-05-15
2322,4293,14,Ethiopia,421.95,USD,Mobile Money,2026-01-29
2323,4599,9,Kenya,313.79,USD,Bank Transfer,2025-07-05
2324,3560,30,Uganda,207.47,USD,Voucher,2025-05-13
2325,1634,12,South Sudan,94.98,USD,Bank Transfer,2026-04-20
2326,4577,17,Kenya,483.9,USD,Bank Transfer,2025-07-26
2327,4664,18,Somalia,70.54,USD,Cash,2024-11-22
2328,3718,12,Ethiopia,50.09,USD,Mobile Money,2025-08-12
2329,4158,13,Somalia,246.2,USD,Cash,2025-04-25
2330,4829,7,Somalia,472.05,USD,Voucher,2026-02-03
2331,1165,28,Uganda,263.26,USD,Voucher,2026-01-13
2332,4606,17,Uganda,410.29,USD,Voucher,2026-02-26
2333,440,11,South Sudan,433.86,USD,Voucher,2025-02-01
2334,2866,7,Ethiopia,236.08,USD,Voucher,2024-09-11
2335,4451,10,Kenya,64.15,USD,Cash,2026-05-30
2336,4481,13,Ethiopia,458.35,USD,Voucher,2025-11-02
2337,2129,2,Uganda,365.41,USD,Bank Transfer,2026-01-22
2338,2214,11,Ethiopia,412.35,USD,Cash,2025-11-16
2339,2457,20,South Sudan,181.61,USD,Cash,2025-01-04
2340,3574,7,South Sudan,203.16,USD,Mobile Money,2024-09-24
2341,1408,1,Uganda,413.31,USD,Cash,2025-06-20
2342,1743,14,South Sudan,488.76,USD,Voucher,2025-06-09
2343,1247,17,Somalia,477.26,USD,Voucher,2025-09-20
2344,3274,11,South Sudan,367.49,USD,Bank Transfer,2025-06-28
2345,2399,30,Kenya,60.66,USD,Mobile Money,2026-03-17
2346,2781,21,Uganda,269.38,USD,Voucher,2024-12-06
2347,1996,6,Somalia,188.27,USD,Voucher,2025-04-08
2348,2977,15,South Sudan,130.97,USD,Bank Transfer,2025-01-08
2349,3342,8,Ethiopia,331.73,USD,Mobile Money,2025-12-08
2350,3681,19,Somalia,452.25,USD,Bank Transfer,2026-03-15
2351,1949,25,Ethiopia,24.88,USD,Voucher,2025-02-14
2352,3622,16,Uganda,241.48,USD,Bank Transfer,2026-07-07
2353,4445,3,Kenya,135.35,USD,Cash,2025-03-07
2354,3422,6,Somalia,125.19,USD,Cash,2026-05-11
2355,3594,2,Somalia,265.63,USD,Bank Transfer,2024-07-22
2356,4397,27,Somalia,343.44,USD,Cash,2026-02-21
2357,4532,30,Ethiopia,380.31,USD,Bank Transfer,2026-07-07
2358,2396,19,Ethiopia,136.74,USD,Bank Transfer,2025-10-05
2359,4860,16,South Sudan,466.94,USD,Voucher,2024-12-22
2360,818,11,Kenya,57.61,USD,Mobile Money,2025-12-12
2361,3788,13,Uganda,160.77,USD,Cash,2026-01-24
2362,4219,25,Uganda,183.11,USD,Voucher,2025-03-29
2363,4099,25,South Sudan,158.73,USD,Cash,2025-08-03
2364,255,22,Uganda,330.34,USD,Bank Transfer,2025-05-09
2365,531,5,Kenya,73.86,USD,Mobile Money,2026-06-24
2366,4873,25,Somalia,26.78,USD,Voucher,2024-12-21
2367,222,25,Somalia,437.71,USD,Bank Transfer,2025-05-11
2368,4640,21,Ethiopia,210.13,USD,Cash,2026-06-02
2369,539,8,South Sudan,252.11,USD,Cash,2024-08-14
2370,4186,13,Uganda,446.04,USD,Cash,2025-06-23
2371,2088,23,South Sudan,77.49,USD,Bank Transfer,2024-09-03
2372,4216,12,South Sudan,494.52,USD,Mobile Money,2026-06-22
2373,64,6,Somalia,139.41,USD,Bank Transfer,2025-01-15
2374,2486,16,Somalia,274.07,USD,Cash,2024-07-20
2375,585,23,South Sudan,316.06,USD,Voucher,2024-09-05
2376,3171,6,Uganda,118.26,USD,Voucher,2025-03-22
2377,3586,15,Kenya,40.46,USD,Voucher,2026-04-24
2378,1893,6,Uganda,126.28,USD,Cash,2025-03-19
2379,204,10,Uganda,103.63,USD,Cash,2024-09-11
2380,858,24,South Sudan,295.89,USD,Voucher,2025-12-30
2381,4985,14,Ethiopia,165.49,USD,Voucher,2026-06-10
2382,1381,12,Uganda,93.67,USD,Bank Transfer,2024-09-03
2383,1680,10,Somalia,451.43,USD,Mobile Money,2025-02-12
2384,3818,30,South Sudan,347.67,USD,Bank Transfer,2025-06-09
2385,4168,21,Ethiopia,372.97,USD,Bank Transfer,2026-01-22
