education_id,beneficiary_id,school_code,education_level,country,enrollment_date,status
830,2954,SCH-057,Primary,Somalia,2026-04-14,Enrolled
831,1333,SCH-011,Secondary,Kenya,2024-10-04,Completed
832,2820,SCH-063,Adult Learning,Ethiopia,2025-09-10,Dropped
833,3657,SCH-008,Adult Learning,Somalia,2026-02-28,Dropped
834,3846,SCH-056,Primary,Uganda,2024-09-29,Completed
835,440,SCH-054,Vocational,Somalia,2025-01-09,Completed
836,1637,SCH-044,Primary,Ethiopia,2025-03-25,Completed
837,933,SCH-039,Secondary,Ethiopia,2025-08-15,Enrolled
838,2972,SCH-030,Vocational,Uganda,2024-11-14,Dropped
839,3176,SCH-038,Adult Learning,Ethiopia,2025-04-23,Enrolled
840,4269,SCH-033,Adult Learning,Somalia,2026-05-26,Enrolled
841,595,SCH-002,Secondary,Ethiopia,2024-07-19,Completed
842,3990,SCH-050,Adult Learning,Ethiopia,2024-07-21,Dropped
843,3599,SCH-015,Primary,Uganda,2025-10-19,Completed
844,1313,SCH-064,Adult Learning,South Sudan,2026-01-15,Completed
845,2926,SCH-001,Secondary,Kenya,2025-09-27,Completed
846,1523,SCH-020,Secondary,Kenya,2024-07-25,Completed
847,4832,SCH-061,Vocational,Ethiopia,2025-08-15,Completed
848,3312,SCH-044,Primary,Uganda,2025-07-04,Enrolled
849,27,SCH-003,Secondary,Somalia,2024-09-26,Dropped
850,2353,SCH-057,Primary,Uganda,2025-12-27,Dropped
851,3188,SCH-033,Primary,South Sudan,2025-09-23,Enrolled
852,223,SCH-029,Primary,Ethiopia,2025-03-06,Enrolled
853,1883,SCH-042,Primary,Somalia,2026-03-27,Enrolled
854,846,SCH-063,Primary,Somalia,2024-09-09,Completed
855,3220,SCH-046,Secondary,Kenya,2024-11-11,Completed
856,4548,SCH-003,Vocational,Ethiopia,2026-06-11,Completed
857,4639,SCH-023,Vocational,Kenya,2025-01-04,Dropped
858,631,SCH-078,Adult Learning,South Sudan,2024-12-17,Enrolled
859,426,SCH-056,Vocational,Ethiopia,2025-01-12,Completed
860,3376,SCH-030,Adult Learning,Uganda,2025-06-26,Completed
861,2951,SCH-079,Secondary,Ethiopia,2025-03-29,Completed
862,1351,SCH-006,Secondary,South Sudan,2025-08-26,Completed
863,3419,SCH-045,Primary,Ethiopia,2026-04-07,Enrolled
864,2012,SCH-005,Secondary,Ethiopia,2024-09-13,Dropped
865,1603,SCH-012,Vocational,Kenya,2026-02-19,Dropped
866,142,SCH-003,Primary,South Sudan,2026-05-06,Dropped
867,4191,SCH-002,Vocational,Ethiopia,2026-01-07,Enrolled
868,3561,SCH-039,Vocational,Uganda,2026-04-15,Enrolled
869,4131,SCH-003,Primary,South Sudan,2026-03-02,Completed
870,244,SCH-035,Vocational,Kenya,2024-09-28,Dropped
871,358,SCH-033,Vocational,Uganda,2024-12-14,Dropped
872,312,SCH-058,Primary,Uganda,2025-05-08,Completed
873,3797,SCH-017,Vocational,Uganda,2025-08-24,Completed
874,2626,SCH-025,Secondary,Ethiopia,2025-12-19,Dropped
875,4831,SCH-052,Adult Learning,South Sudan,2026-07-15,Dropped
876,607,SCH-009,Primary,South Sudan,2025-04-20,Dropped
877,2816,SCH-003,Secondary,Kenya,2026-06-16,Dropped
878,765,SCH-001,Secondary,Somalia,2026-04-15,Completed
879,78,SCH-076,Vocational,Ethiopia,2025-11-09,Dropped
880,1008,SCH-026,Secondary,Kenya,2026-02-26,Dropped
881,4455,SCH-054,Vocational,Kenya,2025-02-19,Enrolled
882,211,SCH-074,Adult Learning,Ethiopia,2024-11-17,Enrolled
883,659,SCH-004,Vocational,South Sudan,2025-12-23,Enrolled
884,2457,SCH-034,Primary,Kenya,2025-01-08,Dropped
885,4430,SCH-047,Primary,Somalia,2025-01-29,Dropped
886,596,SCH-027,Primary,Somalia,2026-03-20,Enrolled
887,299,SCH-079,Primary,Ethiopia,2025-01-06,Completed
888,2512,SCH-080,Vocational,South Sudan,2026-03-03,Enrolled
889,3622,SCH-039,Vocational,Kenya,2026-03-30,Enrolled
890,4850,SCH-074,Vocational,South Sudan,2026-03-12,Completed
891,4614,SCH-004,Adult Learning,Uganda,2024-11-05,Dropped
892,3201,SCH-056,Adult Learning,Uganda,2024-08-16,Completed
893,82,SCH-067,Secondary,Uganda,2026-01-27,Dropped
894,1912,SCH-041,Vocational,Ethiopia,2025-03-08,Dropped
895,3775,SCH-007,Adult Learning,Uganda,2024-11-16,Dropped
896,2235,SCH-010,Adult Learning,Somalia,2026-07-04,Dropped
897,3209,SCH-046,Adult Learning,Ethiopia,2026-04-20,Enrolled
898,4784,SCH-039,Vocational,Uganda,2026-04-12,Completed
899,1671,SCH-012,Secondary,Somalia,2026-05-05,Completed
900,3462,SCH-023,Vocational,Ethiopia,2025-06-04,Dropped
901,3779,SCH-016,Primary,Ethiopia,2025-03-16,Dropped
902,1965,SCH-078,Secondary,Kenya,2024-08-11,Completed
903,222,SCH-059,Secondary,Uganda,2026-02-13,Dropped
904,4576,SCH-044,Primary,Somalia,2025-12-03,Enrolled
905,2903,SCH-012,Vocational,Kenya,2025-09-24,Completed
906,2821,SCH-029,Adult Learning,Somalia,2024-08-07,Completed
907,1619,SCH-019,Secondary,Kenya,2025-07-02,Completed
908,1584,SCH-017,Primary,Kenya,2025-05-04,Completed
909,2009,SCH-004,Secondary,Ethiopia,2025-07-08,Dropped
910,3412,SCH-031,Primary,Somalia,2025-06-11,Dropped
911,1248,SCH-028,Vocational,Ethiopia,2025-03-26,Enrolled
912,1420,SCH-057,Secondary,Ethiopia,2026-01-01,Dropped
913,2901,SCH-023,Secondary,Uganda,2026-03-09,Completed
914,1112,SCH-012,Secondary,Kenya,2024-09-09,Dropped
915,4965,SCH-017,Adult Learning,Uganda,2024-11-16,Enrolled
916,4822,SCH-042,Vocational,South Sudan,2026-03-21,Enrolled
917,1757,SCH-060,Secondary,Uganda,2025-01-20,Enrolled
918,1469,SCH-010,Adult Learning,South Sudan,2026-05-30,Completed
919,1272,SCH-036,Secondary,South Sudan,2026-06-18,Enrolled
920,4321,SCH-003,Primary,Kenya,2024-08-17,Enrolled
921,922,SCH-054,Vocational,Kenya,2026-01-13,Completed
922,1606,SCH-008,Adult Learning,Somalia,2026-05-11,Completed
923,4649,SCH-040,Primary,Kenya,2025-10-16,Completed
924,4939,SCH-003,Vocational,South Sudan,2026-02-01,Completed
925,3007,SCH-072,Secondary,Uganda,2025-06-04,Completed
926,145,SCH-075,Primary,Kenya,2026-01-06,Enrolled
927,1954,SCH-003,Adult Learning,Uganda,2026-04-17,Completed
928,679,SCH-051,Vocational,South Sudan,2025-12-05,Completed
929,2772,SCH-068,Secondary,Kenya,2024-10-08,Enrolled
930,2303,SCH-041,Vocational,South Sudan,2026-04-15,Enrolled
931,2787,SCH-032,Vocational,Uganda,2024-08-17,Dropped
932,1959,SCH-036,Secondary,Kenya,2025-09-11,Dropped
933,3507,SCH-056,Primary,Kenya,2024-10-04,Enrolled
934,3770,SCH-078,Primary,Uganda,2025-03-15,Completed
935,2401,SCH-080,Primary,Somalia,2026-03-22,Enrolled
936,124,SCH-034,Adult Learning,Somalia,2025-03-23,Dropped
937,1234,SCH-034,Adult Learning,Kenya,2025-11-12,Dropped
938,2895,SCH-067,Adult Learning,South Sudan,2025-10-14,Completed
939,4600,SCH-030,Vocational,Kenya,2024-07-29,Enrolled
940,292,SCH-006,Primary,Kenya,2024-07-22,Completed
941,2702,SCH-003,Vocational,Kenya,2026-03-05,Enrolled
942,410,SCH-046,Vocational,Ethiopia,2025-11-24,Completed
943,718,SCH-053,Primary,Ethiopia,2024-09-13,Completed
944,838,SCH-015,Adult Learning,Ethiopia,2026-03-29,Dropped
945,3877,SCH-050,Secondary,Uganda,2025-05-02,Enrolled
946,1250,SCH-037,Primary,Somalia,2025-12-12,Enrolled
947,608,SCH-046,Primary,Uganda,2026-02-14,Enrolled
948,4636,SCH-065,Vocational,Uganda,2025-11-05,Completed
949,983,SCH-068,Adult Learning,Ethiopia,2025-08-06,Dropped
950,4672,SCH-004,Adult Learning,Ethiopia,2025-09-04,Enrolled
951,852,SCH-077,Primary,Ethiopia,2025-02-08,Completed
952,549,SCH-009,Secondary,Uganda,2026-07-09,Enrolled
953,1119,SCH-004,Adult Learning,Uganda,2025-02-16,Enrolled
954,2965,SCH-017,Secondary,Somalia,2025-08-23,Dropped
955,4128,SCH-031,Adult Learning,Ethiopia,2024-12-12,Dropped
956,766,SCH-067,Secondary,Kenya,2026-05-31,Enrolled
957,1406,SCH-061,Adult Learning,Uganda,2025-05-24,Enrolled
958,3858,SCH-064,Primary,Kenya,2026-03-03,Dropped
959,3914,SCH-067,Secondary,Ethiopia,2025-07-23,Enrolled
960,721,SCH-063,Vocational,South Sudan,2024-11-30,Completed
961,4250,SCH-051,Adult Learning,Ethiopia,2026-05-18,Completed
962,473,SCH-063,Primary,South Sudan,2026-06-18,Enrolled
963,1843,SCH-062,Vocational,Kenya,2025-09-02,Dropped
964,4021,SCH-075,Adult Learning,Uganda,2025-03-25,Completed
965,1721,SCH-027,Adult Learning,Somalia,2024-12-16,Dropped
966,697,SCH-003,Primary,South Sudan,2025-10-18,Enrolled
967,4170,SCH-048,Primary,Kenya,2025-05-08,Enrolled
968,895,SCH-010,Primary,Kenya,2025-12-08,Completed
969,1953,SCH-004,Vocational,Somalia,2025-07-23,Dropped
970,3582,SCH-066,Adult Learning,South Sudan,2026-03-09,Completed
971,4763,SCH-006,Secondary,Somalia,2025-05-10,Enrolled
972,448,SCH-004,Secondary,South Sudan,2025-01-25,Dropped
973,2090,SCH-049,Secondary,South Sudan,2024-10-11,Enrolled
974,3828,SCH-023,Primary,South Sudan,2025-10-21,Dropped
975,690,SCH-074,Primary,Ethiopia,2025-06-10,Enrolled
976,3791,SCH-051,Primary,Somalia,2024-12-14,Completed
977,2368,SCH-062,Primary,Kenya,2025-11-23,Completed
978,3508,SCH-066,Vocational,South Sudan,2026-03-10,Completed
979,3423,SCH-078,Adult Learning,Somalia,2026-01-08,Dropped
980,671,SCH-062,Adult Learning,Ethiopia,2026-02-15,Dropped
981,1913,SCH-018,Vocational,South Sudan,2025-11-07,Enrolled
982,3631,SCH-023,Vocational,South Sudan,2024-12-04,Completed
983,279,SCH-013,Primary,Ethiopia,2025-09-17,Enrolled
984,1846,SCH-045,Adult Learning,Kenya,2025-01-25,Dropped
985,3678,SCH-043,Primary,Uganda,2025-11-06,Dropped
986,1274,SCH-057,Secondary,Kenya,2025-10-13,Enrolled
987,4978,SCH-035,Secondary,South Sudan,2025-07-24,Completed
988,4155,SCH-054,Adult Learning,South Sudan,2026-03-01,Dropped
989,1162,SCH-018,Secondary,Kenya,2025-04-22,Completed
990,4455,SCH-074,Vocational,Kenya,2026-03-26,Dropped
991,707,SCH-050,Secondary,Kenya,2024-07-31,Completed
992,618,SCH-061,Primary,Ethiopia,2025-07-29,Completed
993,138,SCH-006,Vocational,South Sudan,2024-12-29,Dropped
994,808,SCH-014,Adult Learning,Somalia,2026-05-18,Enrolled
995,2246,SCH-026,Vocational,Uganda,2025-03-12,Enrolled
996,3831,SCH-068,Adult Learning,Kenya,2024-11-24,Enrolled
997,3131,SCH-044,Adult Learning,Somalia,2025-09-07,Completed
998,4560,SCH-052,Adult Learning,Kenya,2025-12-09,Dropped
999,4468,SCH-030,Vocational,Uganda,2025-03-21,Dropped
1000,3978,SCH-051,Adult Learning,Ethiopia,2024-07-26,Completed
1001,3466,SCH-011,Adult Learning,Ethiopia,2024-09-06,Enrolled
1002,1138,SCH-029,Primary,Uganda,2025-11-27,Enrolled
1003,1558,SCH-055,Adult Learning,South Sudan,2025-01-07,Enrolled
1004,3660,SCH-051,Primary,South Sudan,2025-11-06,Enrolled
1005,2952,SCH-032,Adult Learning,Ethiopia,2025-03-10,Completed
1006,3319,SCH-004,Adult Learning,Somalia,2026-06-05,Dropped
1007,2284,SCH-035,Adult Learning,Ethiopia,2025-05-18,Completed
1008,4758,SCH-045,Adult Learning,South Sudan,2025-04-24,Dropped
1009,2355,SCH-038,Primary,Somalia,2025-01-05,Completed
1010,866,SCH-020,Adult Learning,Kenya,2025-10-11,Completed
1011,3121,SCH-011,Adult Learning,Ethiopia,2024-11-29,Enrolled
1012,4360,SCH-023,Vocational,Somalia,2024-10-03,Completed
1013,271,SCH-041,Primary,Ethiopia,2025-03-24,Completed
1014,1737,SCH-027,Vocational,Kenya,2024-11-12,Completed
1015,620,SCH-051,Adult Learning,Ethiopia,2025-03-29,Enrolled
1016,1380,SCH-036,Vocational,South Sudan,2025-07-31,Dropped
1017,349,SCH-034,Adult Learning,Uganda,2025-07-11,Enrolled
1018,4103,SCH-044,Secondary,Uganda,2025-12-17,Dropped
1019,2628,SCH-048,Adult Learning,South Sudan,2024-11-21,Dropped
1020,3933,SCH-028,Secondary,Kenya,2024-08-13,Dropped
1021,4259,SCH-040,Secondary,Somalia,2026-06-02,Dropped
1022,2411,SCH-074,Adult Learning,South Sudan,2025-07-02,Dropped
1023,1341,SCH-036,Adult Learning,Uganda,2025-08-17,Completed
1024,3966,SCH-057,Adult Learning,Kenya,2024-12-06,Completed
1025,4287,SCH-033,Primary,South Sudan,2025-06-30,Completed
1026,2152,SCH-059,Adult Learning,South Sudan,2024-07-21,Dropped
1027,2405,SCH-050,Vocational,Somalia,2025-03-27,Dropped
1028,1871,SCH-037,Vocational,Kenya,2024-10-14,Dropped
1029,3407,SCH-023,Primary,Uganda,2025-06-09,Enrolled
1030,1616,SCH-022,Vocational,South Sudan,2024-11-30,Completed
1031,1048,SCH-044,Primary,South Sudan,2026-02-21,Dropped
1032,1878,SCH-009,Primary,Somalia,2025-05-25,Enrolled
1033,2527,SCH-006,Adult Learning,Kenya,2025-07-11,Completed
1034,3034,SCH-048,Vocational,Uganda,2025-04-14,Completed
1035,2763,SCH-014,Vocational,Uganda,2025-12-19,Dropped
1036,2957,SCH-041,Vocational,Somalia,2025-03-31,Completed
1037,1438,SCH-013,Vocational,Ethiopia,2024-09-23,Dropped
1038,2037,SCH-042,Primary,Somalia,2025-03-03,Enrolled
1039,2629,SCH-035,Secondary,South Sudan,2026-06-02,Completed
1040,1058,SCH-001,Primary,Uganda,2024-08-16,Enrolled
1041,1598,SCH-008,Primary,Ethiopia,2025-04-03,Dropped
1042,3991,SCH-069,Adult Learning,Somalia,2024-07-24,Completed
1043,4439,SCH-062,Secondary,Uganda,2025-11-06,Dropped
1044,864,SCH-046,Secondary,South Sudan,2025-04-11,Completed
1045,3444,SCH-023,Secondary,Kenya,2025-11-03,Dropped
1046,4139,SCH-043,Vocational,Kenya,2025-12-27,Enrolled
1047,3538,SCH-057,Vocational,Uganda,2025-07-15,Enrolled
1048,3285,SCH-056,Primary,South Sudan,2024-12-31,Enrolled
1049,1429,SCH-030,Adult Learning,Uganda,2026-07-10,Enrolled
1050,1391,SCH-026,Vocational,Ethiopia,2025-01-17,Enrolled
1051,4574,SCH-049,Secondary,Kenya,2026-07-19,Enrolled
1052,2406,SCH-047,Adult Learning,Uganda,2024-12-24,Completed
1053,4334,SCH-043,Secondary,Somalia,2025-11-05,Dropped
1054,1204,SCH-060,Adult Learning,South Sudan,2024-12-18,Enrolled
1055,1847,SCH-032,Vocational,Kenya,2025-01-18,Completed
1056,1526,SCH-023,Vocational,Ethiopia,2025-12-09,Dropped
1057,3176,SCH-032,Primary,Uganda,2026-01-01,Completed
1058,3471,SCH-047,Vocational,Kenya,2026-06-12,Completed
1059,4955,SCH-077,Secondary,South Sudan,2025-09-17,Completed
1060,2384,SCH-018,Primary,South Sudan,2026-07-13,Dropped
1061,131,SCH-014,Primary,South Sudan,2025-03-31,Completed
1062,1559,SCH-007,Adult Learning,Somalia,2025-02-08,Dropped
1063,4240,SCH-004,Adult Learning,South Sudan,2025-02-14,Completed
1064,3369,SCH-040,Secondary,Uganda,2024-11-19,Dropped
1065,4925,SCH-061,Vocational,Kenya,2024-08-27,Completed
1066,2072,SCH-028,Vocational,Somalia,2025-02-01,Dropped
1067,2666,SCH-077,Primary,Ethiopia,2025-10-27,Dropped
1068,3777,SCH-042,Vocational,Kenya,2025-03-16,Enrolled
1069,2465,SCH-027,Vocational,South Sudan,2025-11-25,Dropped
1070,3028,SCH-001,Vocational,Somalia,2025-12-30,Enrolled
1071,4178,SCH-058,Adult Learning,South Sudan,2025-11-15,Completed
1072,2056,SCH-071,Secondary,Ethiopia,2024-12-25,Completed
1073,4746,SCH-069,Vocational,Uganda,2025-04-06,Dropped
1074,2485,SCH-032,Vocational,Ethiopia,2025-01-26,Completed
1075,3232,SCH-051,Vocational,Ethiopia,2026-07-17,Completed
1076,2743,SCH-021,Secondary,South Sudan,2024-11-10,Dropped
1077,2112,SCH-011,Adult Learning,South Sudan,2024-07-21,Enrolled
1078,1458,SCH-077,Secondary,Somalia,2025-06-06,Dropped
1079,638,SCH-072,Primary,Uganda,2025-07-01,Completed
1080,450,SCH-001,Secondary,Somalia,2026-07-09,Dropped
1081,2989,SCH-057,Primary,South Sudan,2025-01-30,Completed
1082,180,SCH-031,Vocational,Kenya,2026-01-16,Enrolled
1083,3985,SCH-011,Secondary,South Sudan,2025-06-10,Completed
1084,2683,SCH-062,Primary,South Sudan,2026-07-04,Completed
1085,1562,SCH-015,Secondary,Kenya,2025-09-19,Completed
1086,1896,SCH-020,Vocational,Somalia,2024-11-12,Completed
1087,3086,SCH-015,Secondary,Ethiopia,2025-03-10,Completed
1088,2746,SCH-052,Secondary,South Sudan,2024-08-14,Dropped
1089,4012,SCH-050,Secondary,Uganda,2025-10-13,Completed
1090,228,SCH-033,Primary,South Sudan,2025-05-26,Completed
1091,873,SCH-019,Adult Learning,Somalia,2025-05-17,Dropped
1092,377,SCH-065,Secondary,South Sudan,2025-07-07,Completed
1093,74,SCH-027,Adult Learning,Uganda,2026-04-07,Enrolled
1094,802,SCH-048,Adult Learning,South Sudan,2025-04-14,Dropped
1095,405,SCH-018,Vocational,Kenya,2024-11-23,Completed
1096,4767,SCH-080,Primary,South Sudan,2026-04-04,Dropped
1097,3437,SCH-059,Vocational,South Sudan,2025-04-26,Dropped
1098,565,SCH-031,Adult Learning,Ethiopia,2025-03-01,Dropped
1099,1038,SCH-078,Vocational,South Sudan,2025-02-06,Enrolled
1100,1132,SCH-001,Adult Learning,Kenya,2024-10-26,Enrolled
1101,2795,SCH-067,Primary,Uganda,2025-08-26,Dropped
1102,4338,SCH-032,Adult Learning,Uganda,2024-12-21,Dropped
1103,4661,SCH-053,Adult Learning,Uganda,2024-08-21,Enrolled
1104,489,SCH-025,Primary,South Sudan,2026-01-16,Enrolled
1105,3857,SCH-050,Secondary,South Sudan,2025-07-16,Completed
1106,3064,SCH-044,Primary,Kenya,2024-09-07,Completed
1107,4338,SCH-050,Vocational,South Sudan,2025-07-23,Dropped
1108,2115,SCH-018,Secondary,Ethiopia,2024-10-26,Enrolled
1109,4753,SCH-033,Secondary,Somalia,2026-03-03,Completed
1110,2639,SCH-037,Secondary,Ethiopia,2025-02-19,Enrolled
1111,1783,SCH-041,Vocational,Somalia,2024-10-22,Dropped
1112,3185,SCH-073,Adult Learning,South Sudan,2024-10-14,Completed
1113,2302,SCH-077,Adult Learning,Kenya,2024-10-28,Dropped
1114,839,SCH-059,Secondary,Somalia,2026-05-14,Completed
1115,3881,SCH-062,Vocational,South Sudan,2025-03-23,Enrolled
1116,3275,SCH-052,Primary,Ethiopia,2025-12-13,Dropped
1117,1365,SCH-025,Vocational,Uganda,2025-05-19,Completed
1118,2145,SCH-048,Secondary,Ethiopia,2025-08-31,Dropped
1119,3660,SCH-042,Vocational,South Sudan,2025-04-05,Enrolled
1120,2263,SCH-040,Primary,Ethiopia,2024-11-16,Enrolled
1121,4908,SCH-072,Secondary,Somalia,2025-04-24,Enrolled
1122,1978,SCH-010,Vocational,Kenya,2025-01-15,Dropped
1123,5000,SCH-029,Secondary,Uganda,2024-09-10,Completed
1124,1896,SCH-031,Secondary,Ethiopia,2025-03-10,Enrolled
1125,3800,SCH-005,Vocational,Ethiopia,2026-02-02,Dropped
1126,430,SCH-040,Adult Learning,Ethiopia,2025-06-30,Enrolled
1127,1337,SCH-041,Vocational,South Sudan,2025-03-16,Dropped
1128,3832,SCH-012,Primary,Kenya,2026-04-07,Dropped
1129,4198,SCH-029,Vocational,Ethiopia,2026-01-31,Completed
1130,2184,SCH-033,Secondary,Kenya,2026-02-23,Completed
1131,3364,SCH-065,Primary,South Sudan,2026-04-14,Enrolled
1132,954,SCH-003,Adult Learning,Somalia,2026-03-07,Enrolled
1133,152,SCH-029,Vocational,Uganda,2025-01-07,Dropped
1134,2025,SCH-075,Adult Learning,Ethiopia,2025-05-06,Completed
1135,1502,SCH-053,Vocational,Somalia,2025-10-27,Dropped
1136,955,SCH-065,Secondary,Kenya,2026-05-16,Enrolled
1137,3961,SCH-033,Secondary,Somalia,2025-11-11,Completed
1138,771,SCH-058,Vocational,Uganda,2024-08-16,Dropped
1139,4167,SCH-059,Adult Learning,Kenya,2026-06-28,Completed
1140,4144,SCH-022,Adult Learning,Kenya,2025-06-28,Dropped
1141,74,SCH-037,Adult Learning,Uganda,2025-11-16,Enrolled
1142,3428,SCH-034,Adult Learning,South Sudan,2024-09-08,Dropped
1143,4474,SCH-070,Adult Learning,South Sudan,2024-10-19,Completed
1144,536,SCH-019,Vocational,South Sudan,2025-11-10,Completed
1145,52,SCH-075,Adult Learning,Ethiopia,2025-08-02,Completed
1146,4281,SCH-041,Vocational,Uganda,2024-09-05,Enrolled
1147,1864,SCH-006,Adult Learning,Uganda,2024-12-28,Enrolled
1148,3815,SCH-055,Secondary,Somalia,2025-10-18,Dropped
1149,4800,SCH-037,Vocational,Uganda,2025-07-16,Completed
1150,3590,SCH-041,Secondary,Ethiopia,2024-12-13,Dropped
1151,1930,SCH-057,Secondary,Ethiopia,2025-08-09,Dropped
1152,4684,SCH-061,Secondary,Uganda,2025-12-17,Completed
1153,3573,SCH-079,Secondary,Kenya,2025-02-27,Enrolled
1154,4237,SCH-068,Secondary,Somalia,2025-07-13,Completed
1155,1629,SCH-074,Primary,South Sudan,2024-09-09,Dropped
1156,1757,SCH-009,Vocational,Ethiopia,2025-05-09,Enrolled
1157,2709,SCH-060,Primary,Somalia,2024-10-29,Dropped
1158,4424,SCH-052,Primary,Uganda,2025-09-12,Enrolled
1159,2882,SCH-022,Vocational,Uganda,2025-08-23,Dropped
1160,2830,SCH-030,Adult Learning,Somalia,2026-04-24,Completed
1161,4635,SCH-027,Secondary,Ethiopia,2024-09-16,Dropped
1162,3991,SCH-062,Primary,Somalia,2026-05-25,Completed
1163,120,SCH-023,Vocational,Kenya,2025-08-31,Completed
1164,2256,SCH-078,Primary,Somalia,2025-02-25,Completed
1165,4575,SCH-025,Vocational,Somalia,2025-02-23,Completed
1166,311,SCH-025,Secondary,South Sudan,2024-12-03,Completed
1167,4648,SCH-004,Primary,Ethiopia,2025-10-10,Dropped
1168,2026,SCH-077,Adult Learning,Kenya,2025-04-09,Completed
1169,232,SCH-002,Vocational,Somalia,2024-09-07,Enrolled
1170,2742,SCH-009,Primary,Ethiopia,2026-01-09,Enrolled
1171,4828,SCH-057,Secondary,Uganda,2025-12-19,Dropped
1172,2966,SCH-040,Adult Learning,Kenya,2025-02-20,Completed
1173,2433,SCH-022,Primary,South Sudan,2026-01-08,Dropped
1174,3384,SCH-006,Adult Learning,Ethiopia,2026-06-06,Dropped
1175,3565,SCH-052,Secondary,Kenya,2026-06-30,Enrolled
1176,4312,SCH-053,Secondary,South Sudan,2025-12-11,Enrolled
1177,710,SCH-058,Primary,Uganda,2025-06-25,Enrolled
1178,850,SCH-074,Primary,Uganda,2025-06-23,Enrolled
1179,3558,SCH-007,Vocational,Kenya,2025-04-30,Dropped
1180,1524,SCH-051,Secondary,Kenya,2025-08-15,Completed
1181,66,SCH-076,Vocational,Ethiopia,2025-05-10,Enrolled
1182,436,SCH-075,Adult Learning,Somalia,2025-07-22,Completed
1183,1643,SCH-057,Adult Learning,Uganda,2025-09-21,Enrolled
1184,4371,SCH-022,Secondary,South Sudan,2026-01-26,Enrolled
1185,4139,SCH-035,Primary,Kenya,2025-04-08,Completed
1186,3,SCH-022,Vocational,Ethiopia,2025-12-17,Enrolled
1187,1050,SCH-047,Vocational,Ethiopia,2026-05-08,Completed
1188,2728,SCH-033,Adult Learning,Ethiopia,2025-02-04,Completed
1189,461,SCH-030,Adult Learning,South Sudan,2024-10-26,Completed
1190,1965,SCH-050,Vocational,Ethiopia,2025-12-15,Enrolled
1191,1042,SCH-049,Adult Learning,Kenya,2025-12-28,Enrolled
1192,3463,SCH-076,Adult Learning,Kenya,2026-04-09,Completed
1193,4191,SCH-054,Vocational,Kenya,2025-03-31,Enrolled
1194,456,SCH-006,Secondary,Ethiopia,2025-08-31,Completed
1195,1591,SCH-020,Vocational,Somalia,2025-12-05,Dropped
1196,3724,SCH-045,Vocational,Ethiopia,2025-05-27,Dropped
1197,3306,SCH-012,Adult Learning,Kenya,2025-01-27,Completed
1198,3451,SCH-072,Adult Learning,Uganda,2026-03-12,Completed
1199,209,SCH-066,Secondary,South Sudan,2025-01-05,Completed
1200,1172,SCH-030,Primary,Ethiopia,2024-08-17,Enrolled
1201,2033,SCH-074,Adult Learning,South Sudan,2024-10-08,Completed
1202,3179,SCH-037,Adult Learning,Ethiopia,2025-07-28,Completed
1203,4052,SCH-060,Primary,Uganda,2024-11-21,Completed
1204,3801,SCH-044,Primary,South Sudan,2025-08-26,Dropped
1205,3457,SCH-002,Primary,Uganda,2025-01-21,Enrolled
1206,1899,SCH-026,Vocational,Kenya,2025-11-26,Dropped
1207,2854,SCH-009,Secondary,South Sudan,2026-01-22,Dropped
1208,439,SCH-058,Primary,Kenya,2026-02-19,Completed
1209,155,SCH-023,Primary,Ethiopia,2025-11-18,Enrolled
1210,3955,SCH-049,Vocational,Somalia,2025-02-16,Completed
1211,2322,SCH-078,Vocational,Somalia,2024-11-14,Enrolled
1212,4455,SCH-067,Secondary,South Sudan,2026-05-06,Dropped
1213,668,SCH-008,Adult Learning,Somalia,2024-11-24,Enrolled
1214,4695,SCH-054,Primary,Ethiopia,2025-06-30,Enrolled
1215,4482,SCH-054,Adult Learning,Kenya,2025-12-30,Enrolled
1216,1769,SCH-055,Vocational,Uganda,2024-09-06,Dropped
1217,1260,SCH-062,Secondary,Kenya,2026-05-21,Dropped
1218,3577,SCH-060,Adult Learning,Uganda,2025-11-16,Completed
1219,511,SCH-050,Secondary,Kenya,2024-08-29,Enrolled
1220,3551,SCH-033,Secondary,Kenya,2025-04-01,Completed
1221,4513,SCH-050,Primary,Uganda,2025-12-23,Dropped
1222,804,SCH-041,Adult Learning,Somalia,2026-07-09,Dropped
1223,1745,SCH-076,Secondary,Uganda,2024-09-28,Completed
1224,2096,SCH-064,Secondary,Uganda,2026-02-25,Dropped
1225,4094,SCH-031,Vocational,Uganda,2026-07-03,Dropped
1226,255,SCH-058,Adult Learning,Uganda,2026-02-04,Completed
1227,2112,SCH-078,Vocational,Uganda,2026-05-27,Completed
1228,2324,SCH-080,Vocational,Somalia,2024-12-27,Completed
1229,1157,SCH-047,Secondary,Kenya,2025-11-14,Enrolled
1230,2267,SCH-021,Secondary,South Sudan,2025-01-29,Completed
1231,861,SCH-026,Adult Learning,Ethiopia,2025-03-30,Dropped
1232,4606,SCH-058,Adult Learning,Uganda,2026-07-03,Enrolled
1233,3961,SCH-018,Adult Learning,Ethiopia,2024-08-18,Dropped
1234,3996,SCH-059,Primary,South Sudan,2024-10-01,Enrolled
1235,352,SCH-034,Vocational,Somalia,2025-11-11,Dropped
1236,1830,SCH-071,Secondary,South Sudan,2024-07-19,Dropped
1237,1187,SCH-061,Secondary,Uganda,2025-09-16,Enrolled
