distribution_id,project_id,beneficiary_id,food_item,quantity,unit,country,distribution_date,warehouse_code
2489,20,3261,Beans,53,kg,Ethiopia,2025-07-07,WH-004
2490,30,889,Sugar,86,kg,South Sudan,2024-12-06,WH-004
2491,14,3090,Maize Flour,46,kg,South Sudan,2025-05-14,WH-002
2492,19,4978,Rice,6,kg,Kenya,2025-04-20,WH-002
2493,12,4720,Maize Flour,70,kg,South Sudan,2024-10-20,WH-002
2494,9,3947,Lentils,62,kg,Somalia,2025-10-25,WH-002
2495,10,1565,Maize Flour,7,kg,Somalia,2024-09-29,WH-003
2496,7,1077,Rice,36,kg,South Sudan,2026-07-10,WH-003
2497,7,752,Rice,9,kg,Somalia,2024-12-14,WH-001
2498,8,2499,Maize Flour,65,kg,Uganda,2026-07-03,WH-002
2499,17,2344,Maize Flour,2,kg,Somalia,2024-09-28,WH-003
2500,7,3381,Salt,93,kg,Somalia,2026-02-23,WH-003
2501,23,1851,Lentils,2,kg,Kenya,2025-08-25,WH-004
2502,10,4404,Beans,76,kg,Uganda,2024-09-30,WH-001
2503,18,4550,Rice,89,kg,South Sudan,2025-11-03,WH-001
2504,16,4864,Lentils,63,kg,Ethiopia,2025-09-16,WH-003
2505,2,2232,Salt,89,kg,Somalia,2025-12-10,WH-004
2506,10,1681,Lentils,47,kg,Somalia,2025-04-04,WH-004
2507,17,2565,Maize Flour,88,kg,South Sudan,2026-04-07,WH-004
2508,4,1398,Cooking Oil,80,kg,South Sudan,2026-06-16,WH-003
2509,23,2907,Cooking Oil,3,kg,Somalia,2024-08-20,WH-003
2510,5,4826,Beans,77,kg,Ethiopia,2025-04-11,WH-002
2511,17,269,Cooking Oil,46,kg,Ethiopia,2025-05-22,WH-003
2512,30,2903,Rice,37,kg,Ethiopia,2025-04-05,WH-001
2513,24,1261,Sugar,42,kg,Ethiopia,2025-04-05,WH-002
2514,28,2172,Cooking Oil,23,kg,South Sudan,2025-06-23,WH-001
2515,14,1333,Lentils,9,kg,South Sudan,2026-04-02,WH-002
2516,6,143,Beans,55,kg,Somalia,2024-10-04,WH-002
2517,24,474,Maize Flour,9,kg,South Sudan,2025-11-17,WH-004
2518,2,3245,Salt,9,kg,Kenya,2026-02-09,WH-002
2519,18,2173,Maize Flour,1,kg,Kenya,2026-05-08,WH-002
2520,15,4407,Salt,1,kg,Ethiopia,2025-01-25,WH-004
2521,3,3638,Lentils,26,kg,Somalia,2026-04-05,WH-002
2522,12,1931,Salt,63,kg,Ethiopia,2024-12-11,WH-002
2523,11,3279,Cooking Oil,21,kg,South Sudan,2026-02-01,WH-004
2524,9,2978,Salt,72,kg,Kenya,2025-04-29,WH-004
2525,6,4833,Maize Flour,35,kg,Kenya,2026-04-07,WH-004
2526,5,1387,Cooking Oil,30,kg,South Sudan,2024-09-27,WH-002
2527,1,616,Rice,41,kg,Uganda,2025-11-26,WH-003
2528,30,1485,Beans,72,kg,South Sudan,2025-04-18,WH-003
2529,8,4332,Salt,3,kg,Uganda,2026-05-18,WH-003
2530,22,2106,Beans,100,kg,Somalia,2024-09-20,WH-002
2531,26,568,Beans,79,kg,Kenya,2026-04-08,WH-002
2532,17,3484,Salt,75,kg,Ethiopia,2026-06-10,WH-002
2533,1,2986,Rice,3,kg,Uganda,2025-11-11,WH-002
2534,27,3235,Cooking Oil,27,kg,Ethiopia,2025-11-04,WH-002
2535,1,1582,Beans,91,kg,Somalia,2025-05-13,WH-004
2536,21,321,Lentils,99,kg,Kenya,2024-08-21,WH-002
2537,18,3369,Rice,8,kg,Kenya,2025-04-03,WH-002
2538,19,3446,Lentils,34,kg,Uganda,2025-07-05,WH-004
2539,24,1089,Rice,29,kg,Ethiopia,2024-12-07,WH-003
2540,2,760,Rice,90,kg,Uganda,2025-03-03,WH-001
2541,6,2373,Rice,58,kg,Uganda,2026-02-10,WH-001
2542,9,1669,Lentils,5,kg,Uganda,2025-05-23,WH-002
2543,18,4338,Cooking Oil,36,kg,Somalia,2025-05-08,WH-002
2544,22,2957,Cooking Oil,17,kg,Uganda,2024-11-17,WH-002
2545,9,4254,Maize Flour,51,kg,Somalia,2026-04-07,WH-002
2546,9,1223,Lentils,63,kg,Kenya,2025-08-15,WH-002
2547,25,4409,Rice,24,kg,Uganda,2025-11-08,WH-002
2548,28,1719,Beans,60,kg,South Sudan,2025-02-12,WH-004
2549,15,3862,Salt,5,kg,South Sudan,2026-03-30,WH-002
2550,22,2344,Rice,65,kg,Kenya,2025-09-11,WH-004
2551,30,4553,Lentils,47,kg,Kenya,2024-12-01,WH-001
2552,3,4726,Salt,47,kg,Ethiopia,2024-09-14,WH-002
2553,24,3918,Sugar,98,kg,Kenya,2024-10-06,WH-004
2554,19,319,Rice,46,kg,Somalia,2025-05-01,WH-002
2555,25,1421,Beans,2,kg,South Sudan,2025-05-22,WH-003
2556,12,3766,Rice,21,kg,Uganda,2025-09-17,WH-003
2557,26,4165,Cooking Oil,53,kg,Ethiopia,2026-05-20,WH-001
2558,22,4693,Cooking Oil,58,kg,Ethiopia,2026-06-07,WH-001
2559,9,409,Beans,57,kg,South Sudan,2025-06-29,WH-001
2560,18,2384,Sugar,11,kg,Somalia,2024-09-06,WH-002
2561,14,886,Cooking Oil,53,kg,Uganda,2025-11-09,WH-001
2562,16,874,Lentils,94,kg,Ethiopia,2025-09-06,WH-003
2563,9,3076,Salt,76,kg,Kenya,2025-10-25,WH-001
2564,23,2045,Cooking Oil,63,kg,Kenya,2025-09-17,WH-002
2565,20,4447,Lentils,57,kg,Somalia,2025-03-23,WH-003
2566,2,3036,Cooking Oil,91,kg,Somalia,2026-03-08,WH-004
2567,27,3210,Rice,47,kg,Ethiopia,2026-03-22,WH-002
2568,2,3767,Lentils,92,kg,Kenya,2024-10-13,WH-002
2569,17,3448,Rice,50,kg,Ethiopia,2025-07-04,WH-001
2570,23,408,Sugar,22,kg,Somalia,2025-10-21,WH-004
2571,21,731,Beans,86,kg,Somalia,2025-01-20,WH-002
2572,8,2246,Cooking Oil,21,kg,South Sudan,2025-04-30,WH-001
2573,17,4631,Sugar,10,kg,Uganda,2024-10-16,WH-003
2574,2,4778,Cooking Oil,38,kg,Kenya,2025-09-10,WH-003
2575,4,2283,Lentils,98,kg,Ethiopia,2025-07-07,WH-001
2576,12,548,Lentils,19,kg,Uganda,2025-05-06,WH-003
2577,20,1190,Rice,24,kg,Ethiopia,2025-11-21,WH-003
2578,2,2651,Salt,76,kg,Uganda,2025-07-02,WH-003
2579,28,251,Maize Flour,82,kg,Uganda,2025-05-14,WH-004
2580,25,2196,Lentils,16,kg,South Sudan,2025-11-04,WH-002
2581,16,1538,Cooking Oil,97,kg,South Sudan,2025-01-22,WH-002
2582,11,3199,Cooking Oil,36,kg,Uganda,2026-06-20,WH-001
2583,28,3261,Maize Flour,94,kg,Uganda,2024-11-21,WH-004
2584,9,4355,Rice,71,kg,Somalia,2025-11-30,WH-001
2585,5,4118,Rice,22,kg,Somalia,2026-06-10,WH-004
2586,30,929,Sugar,50,kg,Uganda,2025-04-12,WH-003
2587,30,1163,Sugar,62,kg,Somalia,2024-09-02,WH-001
2588,15,2914,Rice,77,kg,South Sudan,2026-06-07,WH-001
2589,4,4536,Cooking Oil,40,kg,South Sudan,2025-05-16,WH-002
2590,1,102,Lentils,26,kg,South Sudan,2025-09-08,WH-004
2591,20,657,Rice,3,kg,Uganda,2024-09-29,WH-001
2592,25,4156,Maize Flour,9,kg,Ethiopia,2025-07-18,WH-003
2593,28,631,Cooking Oil,55,kg,Ethiopia,2025-08-18,WH-004
2594,1,998,Salt,100,kg,Somalia,2024-09-28,WH-002
2595,8,1705,Beans,41,kg,Somalia,2025-06-01,WH-002
2596,4,1628,Maize Flour,70,kg,South Sudan,2026-04-17,WH-002
2597,6,475,Sugar,49,kg,Uganda,2025-03-29,WH-001
2598,11,2210,Lentils,2,kg,Kenya,2025-06-07,WH-004
2599,29,2586,Beans,60,kg,Somalia,2025-09-10,WH-002
2600,25,78,Cooking Oil,73,kg,Ethiopia,2024-10-06,WH-002
2601,21,4675,Rice,5,kg,Uganda,2026-04-01,WH-004
2602,11,3912,Beans,89,kg,Uganda,2026-06-28,WH-004
2603,4,4881,Lentils,58,kg,Ethiopia,2025-08-21,WH-002
2604,9,2368,Lentils,68,kg,Ethiopia,2024-08-31,WH-001
2605,5,2482,Rice,63,kg,Kenya,2024-07-23,WH-004
2606,11,393,Maize Flour,83,kg,Ethiopia,2025-06-10,WH-004
2607,10,1768,Salt,29,kg,Uganda,2026-04-01,WH-003
2608,25,1946,Beans,78,kg,Uganda,2025-06-22,WH-003
2609,8,3146,Beans,55,kg,Somalia,2026-07-19,WH-004
2610,27,505,Rice,12,kg,Kenya,2025-01-20,WH-004
2611,11,284,Rice,14,kg,Kenya,2025-12-13,WH-002
2612,9,1319,Cooking Oil,70,kg,Kenya,2026-05-25,WH-003
2613,27,283,Salt,68,kg,Uganda,2024-08-19,WH-002
2614,15,4132,Salt,9,kg,South Sudan,2024-09-25,WH-002
2615,15,1057,Rice,65,kg,Somalia,2025-01-14,WH-002
2616,29,3092,Salt,3,kg,South Sudan,2026-01-24,WH-004
2617,2,2699,Beans,74,kg,Ethiopia,2026-04-29,WH-001
2618,24,968,Rice,15,kg,Uganda,2026-03-21,WH-004
2619,28,315,Beans,35,kg,Uganda,2025-01-25,WH-001
2620,3,3724,Lentils,55,kg,Uganda,2025-07-25,WH-003
2621,28,226,Sugar,76,kg,Ethiopia,2026-05-19,WH-001
2622,4,2831,Salt,77,kg,South Sudan,2024-12-01,WH-001
2623,5,339,Lentils,48,kg,Ethiopia,2025-01-05,WH-001
2624,9,2219,Rice,66,kg,South Sudan,2025-03-28,WH-002
2625,12,1954,Sugar,33,kg,South Sudan,2026-05-16,WH-003
2626,25,4369,Cooking Oil,42,kg,Uganda,2025-02-24,WH-003
2627,14,2025,Salt,56,kg,Kenya,2025-05-26,WH-004
2628,9,1611,Maize Flour,99,kg,Somalia,2024-08-05,WH-003
2629,24,245,Beans,32,kg,South Sudan,2025-04-10,WH-004
2630,10,1910,Beans,98,kg,Ethiopia,2025-06-23,WH-004
2631,12,772,Cooking Oil,66,kg,Ethiopia,2024-10-07,WH-002
2632,10,2185,Cooking Oil,71,kg,South Sudan,2025-08-12,WH-002
2633,14,1701,Salt,76,kg,South Sudan,2025-02-14,WH-001
2634,3,1344,Salt,10,kg,Ethiopia,2025-05-04,WH-003
2635,13,488,Maize Flour,95,kg,Somalia,2025-06-02,WH-004
2636,7,784,Sugar,21,kg,South Sudan,2025-09-13,WH-003
2637,23,1237,Sugar,11,kg,South Sudan,2025-04-03,WH-003
2638,13,2382,Sugar,64,kg,Ethiopia,2025-08-27,WH-004
2639,29,4172,Cooking Oil,22,kg,Uganda,2025-04-23,WH-003
2640,6,4837,Salt,49,kg,Uganda,2026-06-19,WH-004
2641,12,3575,Lentils,82,kg,Ethiopia,2024-12-16,WH-001
2642,23,967,Lentils,59,kg,South Sudan,2026-04-02,WH-004
2643,27,3464,Beans,69,kg,Somalia,2024-12-21,WH-001
2644,18,4437,Rice,91,kg,Somalia,2024-08-02,WH-004
2645,1,707,Sugar,55,kg,Ethiopia,2024-09-29,WH-004
2646,4,1361,Lentils,6,kg,Kenya,2025-04-17,WH-001
2647,26,778,Salt,49,kg,Uganda,2025-02-12,WH-004
2648,17,2260,Rice,13,kg,South Sudan,2025-03-10,WH-002
2649,4,1728,Sugar,61,kg,Uganda,2024-11-26,WH-001
2650,21,1415,Cooking Oil,8,kg,Uganda,2025-11-28,WH-003
2651,17,4749,Beans,47,kg,South Sudan,2025-08-20,WH-001
2652,28,811,Maize Flour,30,kg,Somalia,2024-09-22,WH-004
2653,4,3322,Lentils,9,kg,Somalia,2024-12-27,WH-003
2654,16,3257,Cooking Oil,95,kg,Ethiopia,2025-09-25,WH-004
2655,18,56,Cooking Oil,34,kg,Kenya,2026-04-03,WH-002
2656,6,4447,Lentils,54,kg,Kenya,2025-06-13,WH-004
2657,14,1717,Cooking Oil,63,kg,Ethiopia,2025-03-27,WH-002
2658,23,1711,Lentils,49,kg,Somalia,2026-02-04,WH-002
2659,28,3348,Cooking Oil,29,kg,Somalia,2024-09-29,WH-003
2660,1,4033,Rice,19,kg,Kenya,2026-01-18,WH-002
2661,14,3699,Maize Flour,94,kg,Ethiopia,2025-09-05,WH-002
2662,27,2227,Maize Flour,83,kg,Somalia,2025-12-27,WH-002
2663,27,2038,Salt,83,kg,Uganda,2024-09-20,WH-003
2664,9,4522,Cooking Oil,23,kg,Ethiopia,2025-07-15,WH-002
2665,11,757,Maize Flour,59,kg,Somalia,2026-06-26,WH-001
2666,15,3892,Sugar,46,kg,Ethiopia,2025-09-30,WH-001
2667,12,1631,Sugar,49,kg,South Sudan,2024-12-19,WH-004
2668,4,3104,Lentils,40,kg,Kenya,2024-10-19,WH-002
2669,20,599,Rice,54,kg,South Sudan,2025-06-29,WH-003
2670,6,1254,Rice,22,kg,Ethiopia,2025-09-15,WH-001
2671,16,1690,Maize Flour,87,kg,Somalia,2026-02-11,WH-002
2672,13,1393,Maize Flour,38,kg,Somalia,2025-08-17,WH-003
2673,4,2750,Rice,96,kg,Uganda,2025-09-19,WH-004
2674,26,1998,Maize Flour,86,kg,Kenya,2025-09-06,WH-003
2675,24,2270,Lentils,7,kg,Uganda,2026-02-01,WH-003
2676,2,1870,Rice,21,kg,Somalia,2025-10-14,WH-004
2677,17,1134,Maize Flour,58,kg,Uganda,2025-04-07,WH-002
2678,29,1608,Rice,72,kg,Ethiopia,2026-07-09,WH-004
2679,21,4729,Sugar,46,kg,Ethiopia,2025-05-28,WH-001
2680,16,1989,Rice,34,kg,Somalia,2025-03-14,WH-003
2681,11,3934,Sugar,67,kg,Uganda,2024-11-11,WH-003
2682,19,1169,Cooking Oil,74,kg,Somalia,2026-02-10,WH-001
2683,26,4586,Beans,45,kg,Kenya,2025-06-15,WH-004
2684,2,2903,Rice,79,kg,Uganda,2025-02-11,WH-001
2685,20,4379,Rice,45,kg,Kenya,2026-04-22,WH-004
2686,6,1993,Rice,3,kg,Uganda,2026-02-21,WH-004
2687,23,1511,Lentils,42,kg,South Sudan,2026-03-13,WH-004
2688,11,3407,Salt,45,kg,Uganda,2025-12-10,WH-004
2689,11,139,Rice,98,kg,Ethiopia,2025-04-04,WH-003
2690,16,4758,Rice,84,kg,Ethiopia,2026-06-02,WH-003
2691,7,4235,Beans,23,kg,Uganda,2026-06-23,WH-004
2692,10,2251,Beans,70,kg,Somalia,2024-08-14,WH-002
2693,20,1888,Beans,1,kg,Uganda,2024-11-11,WH-004
2694,19,2067,Lentils,58,kg,Kenya,2025-01-26,WH-001
2695,15,3153,Maize Flour,50,kg,Ethiopia,2025-01-27,WH-004
2696,9,2469,Rice,89,kg,Ethiopia,2025-10-22,WH-002
2697,20,1351,Salt,70,kg,Kenya,2024-12-13,WH-001
2698,19,2241,Rice,49,kg,Ethiopia,2026-01-13,WH-004
2699,29,1037,Beans,26,kg,South Sudan,2024-08-14,WH-002
2700,29,3760,Sugar,34,kg,Uganda,2026-05-29,WH-003
2701,6,2104,Lentils,80,kg,South Sudan,2026-04-13,WH-001
2702,1,3064,Beans,31,kg,Somalia,2025-05-09,WH-004
2703,8,1541,Cooking Oil,55,kg,Uganda,2026-04-11,WH-001
2704,22,585,Sugar,70,kg,Somalia,2025-07-11,WH-002
2705,17,424,Salt,1,kg,Kenya,2026-04-10,WH-001
2706,7,4009,Beans,86,kg,Ethiopia,2025-10-18,WH-002
2707,24,3164,Cooking Oil,56,kg,Kenya,2026-02-24,WH-002
2708,30,773,Maize Flour,65,kg,Uganda,2026-02-23,WH-004
2709,25,4382,Rice,76,kg,Ethiopia,2025-03-27,WH-001
2710,25,4418,Salt,81,kg,Kenya,2025-10-18,WH-003
2711,11,1867,Cooking Oil,23,kg,Ethiopia,2026-03-19,WH-003
2712,13,3837,Maize Flour,95,kg,Uganda,2025-09-02,WH-004
2713,1,920,Rice,5,kg,South Sudan,2024-10-13,WH-001
2714,8,3649,Cooking Oil,40,kg,South Sudan,2025-11-30,WH-002
2715,18,4824,Salt,80,kg,Kenya,2025-06-04,WH-004
2716,1,2034,Beans,5,kg,Somalia,2025-03-16,WH-003
2717,12,2204,Lentils,92,kg,Ethiopia,2025-04-01,WH-001
2718,19,96,Lentils,95,kg,Uganda,2024-08-19,WH-003
2719,30,3921,Lentils,20,kg,Somalia,2025-12-20,WH-004
2720,30,20,Sugar,75,kg,Somalia,2025-06-01,WH-003
2721,1,3915,Sugar,60,kg,Uganda,2025-06-30,WH-004
2722,26,924,Sugar,100,kg,Ethiopia,2024-12-24,WH-003
2723,28,1860,Lentils,82,kg,Somalia,2025-05-07,WH-002
2724,9,3899,Sugar,38,kg,South Sudan,2026-06-04,WH-001
2725,12,1953,Beans,79,kg,Uganda,2024-09-01,WH-001
2726,22,1479,Rice,63,kg,Ethiopia,2025-02-11,WH-001
2727,29,1586,Rice,91,kg,Somalia,2025-07-22,WH-003
2728,6,117,Sugar,27,kg,Kenya,2025-12-11,WH-002
2729,30,3689,Rice,28,kg,Kenya,2024-10-20,WH-004
2730,4,2876,Sugar,84,kg,Uganda,2026-02-06,WH-003
2731,8,871,Salt,99,kg,Kenya,2024-10-26,WH-004
2732,30,3492,Rice,69,kg,Uganda,2024-12-17,WH-002
2733,26,819,Sugar,16,kg,Somalia,2025-01-04,WH-003
2734,25,264,Sugar,97,kg,Uganda,2025-08-23,WH-004
2735,27,107,Cooking Oil,98,kg,Ethiopia,2025-12-06,WH-003
2736,21,4642,Salt,85,kg,Somalia,2026-05-12,WH-001
2737,13,1608,Salt,51,kg,Somalia,2026-01-25,WH-001
2738,5,2750,Lentils,52,kg,Kenya,2026-05-30,WH-003
2739,24,3018,Beans,42,kg,Uganda,2025-05-01,WH-002
2740,2,520,Salt,46,kg,Kenya,2025-04-26,WH-004
2741,30,4461,Sugar,14,kg,Ethiopia,2026-01-14,WH-004
2742,16,1609,Sugar,87,kg,Ethiopia,2025-03-13,WH-003
2743,27,156,Rice,1,kg,Uganda,2026-01-24,WH-003
2744,27,4374,Lentils,4,kg,South Sudan,2026-06-21,WH-004
2745,6,53,Maize Flour,48,kg,Ethiopia,2025-04-23,WH-002
2746,29,1298,Lentils,74,kg,Kenya,2025-09-22,WH-002
2747,14,529,Sugar,63,kg,Ethiopia,2025-07-22,WH-001
2748,19,4793,Lentils,53,kg,South Sudan,2025-07-24,WH-003
2749,25,6,Lentils,13,kg,South Sudan,2026-02-27,WH-002
2750,1,3866,Maize Flour,81,kg,South Sudan,2025-08-12,WH-004
2751,9,143,Salt,69,kg,Uganda,2025-10-31,WH-004
2752,23,1228,Sugar,10,kg,Uganda,2024-11-09,WH-003
2753,10,3140,Lentils,45,kg,Kenya,2025-12-31,WH-002
2754,11,844,Salt,56,kg,South Sudan,2025-03-31,WH-001
2755,29,2457,Cooking Oil,90,kg,Uganda,2025-11-23,WH-004
2756,26,4555,Salt,71,kg,Kenya,2024-09-16,WH-004
2757,26,3121,Rice,96,kg,Somalia,2025-04-27,WH-002
2758,11,4135,Beans,95,kg,South Sudan,2024-07-28,WH-003
2759,10,806,Rice,60,kg,South Sudan,2024-12-01,WH-001
2760,12,3159,Sugar,95,kg,Somalia,2026-06-01,WH-004
2761,22,113,Maize Flour,79,kg,Uganda,2025-01-22,WH-001
2762,10,2445,Cooking Oil,72,kg,Ethiopia,2024-08-28,WH-004
2763,23,34,Beans,63,kg,Kenya,2025-05-10,WH-002
2764,12,2091,Cooking Oil,46,kg,South Sudan,2025-05-18,WH-004
2765,3,4163,Salt,93,kg,Uganda,2025-07-01,WH-003
2766,27,1722,Lentils,56,kg,Kenya,2024-07-26,WH-002
2767,12,2068,Maize Flour,93,kg,Kenya,2025-01-30,WH-003
2768,8,538,Cooking Oil,22,kg,South Sudan,2026-07-02,WH-004
2769,22,2240,Lentils,37,kg,Kenya,2025-05-01,WH-003
2770,19,3973,Rice,23,kg,Somalia,2025-10-05,WH-003
2771,26,705,Maize Flour,53,kg,Somalia,2025-02-16,WH-004
2772,28,3280,Maize Flour,40,kg,Ethiopia,2025-06-01,WH-003
2773,5,3797,Cooking Oil,21,kg,Ethiopia,2024-10-22,WH-001
2774,19,1828,Lentils,11,kg,South Sudan,2024-12-17,WH-002
2775,5,427,Maize Flour,82,kg,Somalia,2025-10-26,WH-004
2776,9,3480,Sugar,62,kg,Somalia,2026-01-31,WH-001
2777,24,4146,Rice,40,kg,Somalia,2026-05-15,WH-001
2778,27,1294,Rice,83,kg,Somalia,2026-06-23,WH-001
2779,22,4077,Cooking Oil,87,kg,Kenya,2024-07-29,WH-004
2780,30,2301,Sugar,26,kg,South Sudan,2026-01-04,WH-001
2781,26,639,Beans,20,kg,Uganda,2025-01-04,WH-004
2782,12,1314,Sugar,21,kg,Uganda,2024-07-19,WH-003
2783,5,1163,Cooking Oil,71,kg,Uganda,2026-01-24,WH-004
2784,16,2296,Beans,16,kg,Somalia,2026-02-28,WH-001
2785,20,816,Lentils,72,kg,Ethiopia,2026-05-29,WH-004
2786,6,3005,Lentils,7,kg,Somalia,2024-12-25,WH-003
2787,19,4479,Sugar,37,kg,Somalia,2025-04-27,WH-001
2788,14,2918,Beans,64,kg,Ethiopia,2024-08-31,WH-004
2789,3,1862,Cooking Oil,33,kg,South Sudan,2026-05-29,WH-003
2790,16,4166,Rice,55,kg,South Sudan,2025-09-07,WH-004
2791,3,3294,Maize Flour,97,kg,Somalia,2026-04-19,WH-003
2792,5,2314,Lentils,89,kg,South Sudan,2025-02-06,WH-004
2793,16,1871,Beans,57,kg,South Sudan,2026-04-24,WH-001
2794,13,3064,Salt,21,kg,Kenya,2024-12-19,WH-002
2795,4,1675,Maize Flour,30,kg,Ethiopia,2025-08-05,WH-004
2796,7,2084,Maize Flour,24,kg,Ethiopia,2026-04-01,WH-004
2797,2,1843,Salt,80,kg,Ethiopia,2025-10-03,WH-002
2798,13,1029,Beans,15,kg,Kenya,2024-12-28,WH-001
2799,12,3807,Cooking Oil,64,kg,Ethiopia,2026-03-07,WH-003
2800,21,254,Lentils,98,kg,Ethiopia,2026-05-27,WH-002
2801,13,2164,Maize Flour,74,kg,Uganda,2025-04-10,WH-002
2802,1,2691,Sugar,34,kg,Ethiopia,2025-12-31,WH-003
2803,17,2965,Salt,85,kg,Ethiopia,2025-10-28,WH-001
2804,1,2232,Maize Flour,2,kg,Uganda,2025-04-27,WH-001
2805,8,3403,Lentils,43,kg,Somalia,2025-09-04,WH-002
2806,22,3901,Maize Flour,81,kg,Somalia,2025-05-14,WH-001
2807,2,3172,Cooking Oil,86,kg,South Sudan,2025-02-25,WH-001
2808,27,3777,Cooking Oil,66,kg,Somalia,2024-12-13,WH-001
2809,4,2454,Beans,60,kg,South Sudan,2024-09-17,WH-001
2810,14,88,Cooking Oil,57,kg,Somalia,2024-08-08,WH-004
2811,9,3050,Rice,76,kg,Somalia,2026-03-26,WH-004
2812,5,4306,Lentils,26,kg,Uganda,2026-03-19,WH-001
2813,2,4782,Salt,83,kg,South Sudan,2025-10-21,WH-001
2814,25,3189,Maize Flour,92,kg,South Sudan,2025-11-20,WH-002
2815,1,948,Beans,10,kg,Uganda,2026-07-18,WH-002
2816,27,4487,Maize Flour,19,kg,Ethiopia,2026-07-01,WH-003
2817,30,3346,Lentils,56,kg,Kenya,2025-04-22,WH-002
2818,18,1276,Rice,50,kg,Ethiopia,2025-05-08,WH-001
2819,24,4184,Lentils,69,kg,Ethiopia,2025-04-04,WH-003
2820,4,1052,Sugar,24,kg,Ethiopia,2026-07-11,WH-003
2821,14,1361,Lentils,32,kg,Kenya,2025-09-24,WH-004
2822,18,799,Beans,11,kg,Somalia,2024-08-05,WH-003
2823,21,4944,Beans,52,kg,Uganda,2026-04-15,WH-003
2824,29,3064,Maize Flour,61,kg,South Sudan,2025-04-15,WH-002
2825,13,1891,Maize Flour,37,kg,Kenya,2024-09-29,WH-004
2826,21,676,Cooking Oil,56,kg,South Sudan,2024-08-25,WH-003
2827,8,3988,Maize Flour,33,kg,Kenya,2025-05-30,WH-002
2828,12,1738,Sugar,19,kg,South Sudan,2025-12-05,WH-001
2829,15,3445,Salt,37,kg,Ethiopia,2025-09-15,WH-002
2830,11,1439,Beans,30,kg,South Sudan,2026-03-06,WH-001
2831,6,3812,Rice,88,kg,Uganda,2024-09-02,WH-003
2832,9,1205,Lentils,74,kg,Somalia,2026-02-26,WH-002
2833,28,1489,Lentils,98,kg,Uganda,2025-11-26,WH-003
2834,30,4073,Rice,16,kg,South Sudan,2025-11-10,WH-004
2835,20,3693,Salt,13,kg,Kenya,2025-08-17,WH-004
2836,1,1244,Sugar,57,kg,Uganda,2024-07-21,WH-004
2837,27,4873,Lentils,28,kg,South Sudan,2026-06-04,WH-001
2838,1,82,Cooking Oil,21,kg,Somalia,2026-02-25,WH-003
2839,29,1741,Beans,16,kg,Uganda,2026-02-20,WH-003
2840,15,1590,Salt,96,kg,Somalia,2026-03-02,WH-003
2841,2,4962,Rice,8,kg,Ethiopia,2024-10-12,WH-001
2842,5,4458,Rice,82,kg,Uganda,2025-01-03,WH-001
2843,29,1888,Sugar,73,kg,Ethiopia,2025-10-05,WH-003
2844,21,2340,Sugar,20,kg,South Sudan,2025-07-29,WH-001
2845,22,2148,Maize Flour,26,kg,Uganda,2025-12-04,WH-003
2846,21,4819,Salt,49,kg,Uganda,2025-01-22,WH-001
2847,17,1143,Sugar,23,kg,Ethiopia,2025-08-03,WH-001
2848,8,1758,Rice,4,kg,South Sudan,2025-08-29,WH-004
2849,17,713,Beans,76,kg,South Sudan,2026-01-24,WH-004
2850,19,2821,Maize Flour,1,kg,Kenya,2026-03-27,WH-001
2851,1,4261,Lentils,97,kg,South Sudan,2025-01-18,WH-001
2852,27,671,Rice,7,kg,Uganda,2024-08-16,WH-003
2853,13,3897,Sugar,67,kg,Ethiopia,2024-12-17,WH-001
2854,15,826,Rice,95,kg,Uganda,2025-01-23,WH-003
2855,6,4945,Lentils,79,kg,Kenya,2025-03-17,WH-001
2856,8,1336,Beans,93,kg,Ethiopia,2026-05-31,WH-002
2857,9,1653,Cooking Oil,42,kg,Uganda,2024-08-11,WH-002
2858,19,690,Lentils,27,kg,Kenya,2025-01-08,WH-004
2859,8,3755,Lentils,47,kg,Somalia,2024-08-09,WH-002
2860,29,3525,Sugar,89,kg,Kenya,2025-02-03,WH-001
2861,7,4916,Maize Flour,52,kg,Ethiopia,2025-09-21,WH-003
2862,9,4061,Rice,8,kg,Kenya,2024-11-07,WH-003
2863,14,476,Beans,83,kg,South Sudan,2025-04-28,WH-001
2864,15,4693,Sugar,59,kg,Kenya,2026-01-14,WH-001
2865,27,1511,Lentils,55,kg,Ethiopia,2025-09-16,WH-004
2866,1,808,Maize Flour,65,kg,Uganda,2025-11-17,WH-001
2867,17,1817,Sugar,64,kg,Uganda,2024-12-02,WH-004
2868,30,4115,Cooking Oil,36,kg,Kenya,2024-09-27,WH-001
2869,5,1380,Beans,61,kg,Somalia,2026-07-18,WH-003
2870,11,1861,Salt,30,kg,Kenya,2026-02-03,WH-002
2871,29,2179,Maize Flour,24,kg,Kenya,2025-09-22,WH-001
2872,25,369,Rice,71,kg,Uganda,2025-08-04,WH-004
2873,16,182,Rice,84,kg,South Sudan,2026-03-15,WH-004
2874,19,746,Rice,44,kg,Kenya,2025-08-05,WH-002
2875,2,3842,Rice,18,kg,Somalia,2024-10-23,WH-003
2876,29,2817,Rice,68,kg,Kenya,2025-03-03,WH-001
2877,26,3455,Salt,22,kg,Somalia,2026-05-18,WH-003
2878,17,519,Sugar,56,kg,Ethiopia,2024-10-28,WH-001
2879,16,1845,Cooking Oil,69,kg,South Sudan,2026-01-28,WH-003
